92040,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
98492,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
145155,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
167484,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
190478,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
220034,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
289594,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
321519,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
345444,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
364901,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
408590,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
414976,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
419963,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
433139,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
505624,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
515008,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
566625,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,2
575981,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
614711,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
701449,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
712852,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
748973,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
777394,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
803544,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
807448,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
897816,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
907430,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,2
919869,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1018015,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1021948,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1037088,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,2
1045479,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,2
1046501,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
1122213,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1127148,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
1143567,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1150643,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1180795,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1190373,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1194048,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1205638,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1288980,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1311952,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1324924,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1348053,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
1349090,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1392017,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
1406843,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
1431415,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1486706,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,2
1507578,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1650301,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,1
1672449,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1698528,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1784446,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1881260,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,3
1917431,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
1960208,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,5
1971752,13368,3.54304381245196,2,3,2,1,5,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.54304381245196,3.4355400696864113,4
